Vertex,Label,Region
4726,posteriorcingulate L,LL
4727,superiorfrontal L,LF
4728,superiorfrontal L,LF
4729,superiortemporal L,LT
4730,superiorfrontal L,LF
4732,precentral L,LC
4733,insula L,LT
4734,precentral L,LC
4735,inferiortemporal L,LT
4736,superiortemporal L,LT
4737,superiorfrontal L,LF
4738,middletemporal L,LT
4739,posteriorcingulate L,LL
4740,superiorfrontal L,LF
4742,superiortemporal L,LT
4743,entorhinal L,LT
4744,posteriorcingulate L,LL
4745,superiortemporal L,LT
4746,superiorfrontal L,LF
4747,inferiortemporal L,LT
4748,precentral L,LC
4749,superiorfrontal L,LF
4751,precentral L,LC
4752,caudalmiddlefrontal L,LF
4754,middletemporal L,LT
4755,precentral L,LC
4757,inferiortemporal L,LT
4758,insula L,LT
4760,precentral L,LC
4761,caudalmiddlefrontal L,LF
4762,entorhinal L,LT
4763,middletemporal L,LT
4764,precentral L,LC
4765,precentral L,LC
4766,superiorfrontal L,LF
4768,precentral L,LC
4769,posteriorcingulate L,LL
4770,precentral L,LC
4772,precentral L,LC
4773,middletemporal L,LT
4774,posteriorcingulate L,LL
4775,posteriorcingulate L,LL
4776,inferiortemporal L,LT
4777,precentral L,LC
4778,fusiform L,LT
4779,caudalmiddlefrontal L,LF
4780,insula L,LT
4781,inferiortemporal L,LT
4782,caudalmiddlefrontal L,LF
4783,middletemporal L,LT
4785,inferiortemporal L,LT
4786,entorhinal L,LT
4787,entorhinal L,LT
4788,caudalmiddlefrontal L,LF
4789,precentral L,LC
4790,superiorfrontal L,LF
4791,superiorfrontal L,LF
4793,caudalmiddlefrontal L,LF
4794,middletemporal L,LT
4795,caudalmiddlefrontal L,LF
4797,precentral L,LC
4798,precentral L,LC
4799,superiortemporal L,LT
4801,fusiform L,LT
4802,superiortemporal L,LT
4804,superiortemporal L,LT
4806,superiorfrontal L,LF
4807,precentral L,LC
4808,precentral L,LC
4810,superiortemporal L,LT
4811,posteriorcingulate L,LL
4812,precentral L,LC
4813,superiortemporal L,LT
4814,middletemporal L,LT
4815,insula L,LT
4817,middletemporal L,LT
4818,superiorfrontal L,LF
4819,superiorfrontal L,LF
4820,entorhinal L,LT
4821,caudalmiddlefrontal L,LF
4822,middletemporal L,LT
4823,precentral L,LC
4824,insula L,LT
4827,postcentral L,LC
4829,precentral L,LC
4831,fusiform L,LT
4833,insula L,LT
4834,caudalmiddlefrontal L,LF
4835,precentral L,LC
4836,fusiform L,LT
4837,fusiform L,LT
4838,entorhinal L,LT
4839,caudalmiddlefrontal L,LF
4840,precentral L,LC
4842,caudalmiddlefrontal L,LF
4844,inferiortemporal L,LT
4845,superiorfrontal L,LF
4846,insula L,LT
4847,middletemporal L,LT
4848,precentral L,LC
4849,superiortemporal L,LT
4850,middletemporal L,LT
4851,middletemporal L,LT
4852,fusiform L,LT
4853,middletemporal L,LT
4854,middletemporal L,LT
4855,superiorfrontal L,LF
4856,insula L,LT
4858,caudalmiddlefrontal L,LF
4859,inferiortemporal L,LT
4860,fusiform L,LT
4861,superiortemporal L,LT
4862,inferiortemporal L,LT
4863,caudalmiddlefrontal L,LF
4864,middletemporal L,LT
4865,superiorfrontal L,LF
4867,superiorfrontal L,LF
4868,entorhinal L,LT
4871,insula L,LT
4872,entorhinal L,LT
4873,middletemporal L,LT
4874,insula L,LT
4875,insula L,LT
4876,posteriorcingulate L,LL
4877,middletemporal L,LT
4878,insula L,LT
4879,insula L,LT
4880,precentral L,LC
4881,insula L,LT
4883,superiortemporal L,LT
4884,fusiform L,LT
4885,inferiortemporal L,LT
4887,superiorfrontal L,LF
4888,superiorfrontal L,LF
4889,insula L,LT
4891,insula L,LT
4893,superiorfrontal L,LF
4894,superiortemporal L,LT
4895,superiorfrontal L,LF
4896,precentral L,LC
4898,superiortemporal L,LT
4900,precentral L,LC
4901,caudalmiddlefrontal L,LF
4902,middletemporal L,LT
4903,precentral L,LC
4904,middletemporal L,LT
4905,inferiortemporal L,LT
4907,superiortemporal L,LT
4908,fusiform L,LT
4909,middletemporal L,LT
4910,caudalmiddlefrontal L,LF
4911,postcentral L,LC
4912,middletemporal L,LT
4913,precentral L,LC
4914,precentral L,LC
4916,medialorbitofrontal L,LPF
4917,middletemporal L,LT
4918,superiorfrontal L,LF
4919,fusiform L,LT
4920,middletemporal L,LT
4921,insula L,LT
4922,superiorfrontal L,LF
4923,precentral L,LC
4924,caudalmiddlefrontal L,LF
4927,superiortemporal L,LT
4928,superiortemporal L,LT
4929,superiorfrontal L,LF
4930,superiortemporal L,LT
4932,insula L,LT
4933,precentral L,LC
4935,entorhinal L,LT
4936,inferiortemporal L,LT
4937,caudalmiddlefrontal L,LF
4939,superiorfrontal L,LF
4941,middletemporal L,LT
4943,precentral L,LC
4945,fusiform L,LT
4946,superiorfrontal L,LF
4947,precentral L,LC
4948,superiorfrontal L,LF
4949,caudalmiddlefrontal L,LF
4950,insula L,LT
4951,precentral L,LC
4952,inferiortemporal L,LT
4953,insula L,LT
4954,caudalmiddlefrontal L,LF
4955,middletemporal L,LT
4956,superiorfrontal L,LF
4957,inferiortemporal L,LT
4958,inferiortemporal L,LT
4959,inferiortemporal L,LT
4960,caudalmiddlefrontal L,LF
4961,insula L,LT
4962,caudalmiddlefrontal L,LF
4963,caudalmiddlefrontal L,LF
4964,superiortemporal L,LT
4965,superiorfrontal L,LF
4967,superiortemporal L,LT
4968,superiortemporal L,LT
4969,inferiortemporal L,LT
4970,caudalmiddlefrontal L,LF
4971,caudalmiddlefrontal L,LF
4972,inferiortemporal L,LT
4973,insula L,LT
4974,medialorbitofrontal L,LPF
4975,caudalmiddlefrontal L,LF
4976,superiorfrontal L,LF
4977,superiorfrontal L,LF
4978,inferiortemporal L,LT
4979,superiortemporal L,LT
4981,precentral L,LC
4982,precentral L,LC
4983,insula L,LT
4984,precentral L,LC
4985,superiortemporal L,LT
4986,medialorbitofrontal L,LPF
4987,entorhinal L,LT
4988,superiortemporal L,LT
4989,insula L,LT
4990,middletemporal L,LT
4991,superiorfrontal L,LF
4992,inferiortemporal L,LT
4993,insula L,LT
4994,medialorbitofrontal L,LPF
4996,insula L,LT
4997,middletemporal L,LT
4998,middletemporal L,LT
4999,superiorfrontal L,LF
5000,superiorfrontal L,LF
5001,precentral L,LC
5002,insula L,LT
5003,precentral L,LC
5004,caudalmiddlefrontal L,LF
5005,precentral L,LC
5006,precentral L,LC
5007,insula L,LT
5009,superiorfrontal L,LF
5010,middletemporal L,LT
5012,caudalmiddlefrontal L,LF
5014,precentral L,LC
5015,superiorfrontal L,LF
5016,caudalmiddlefrontal L,LF
5017,precentral L,LC
5018,inferiortemporal L,LT
5019,posteriorcingulate L,LL
5021,caudalmiddlefrontal L,LF
5022,entorhinal L,LT
5024,superiortemporal L,LT
5025,precentral L,LC
5027,caudalmiddlefrontal L,LF
5028,superiortemporal L,LT
5029,middletemporal L,LT
5030,caudalmiddlefrontal L,LF
5031,precentral L,LC
5032,middletemporal L,LT
5033,precentral L,LC
5035,superiorfrontal L,LF
5036,precentral L,LC
5037,caudalmiddlefrontal L,LF
5038,superiortemporal L,LT
5039,caudalmiddlefrontal L,LF
5040,medialorbitofrontal L,LPF
5041,superiortemporal L,LT
5042,precentral L,LC
5043,precentral L,LC
5044,medialorbitofrontal L,LPF
5045,superiorfrontal L,LF
5046,precentral L,LC
5047,caudalmiddlefrontal L,LF
5048,caudalmiddlefrontal L,LF
5049,superiorfrontal L,LF
5050,insula L,LT
5051,inferiortemporal L,LT
5052,middletemporal L,LT
5053,precentral L,LC
5054,precentral L,LC
5055,superiorfrontal L,LF
5056,precentral L,LC
5057,posteriorcingulate L,LL
5058,middletemporal L,LT
5059,superiortemporal L,LT
5060,posteriorcingulate L,LL
5061,superiortemporal L,LT
5062,caudalmiddlefrontal L,LF
5063,superiorfrontal L,LF
5064,superiortemporal L,LT
5065,precentral L,LC
5066,posteriorcingulate L,LL
5067,middletemporal L,LT
5068,middletemporal L,LT
5069,superiorfrontal L,LF
5070,inferiortemporal L,LT
5071,precentral L,LC
5072,precentral L,LC
5073,insula L,LT
5074,caudalmiddlefrontal L,LF
5075,middletemporal L,LT
5076,superiorfrontal L,LF
5077,middletemporal L,LT
5078,caudalmiddlefrontal L,LF
5079,precentral L,LC
5080,precentral L,LC
5081,temporalpole L,LT
5082,superiorfrontal L,LF
5083,medialorbitofrontal L,LPF
5084,posteriorcingulate L,LL
5085,superiorfrontal L,LF
5086,superiortemporal L,LT
5087,superiorfrontal L,LF
5088,caudalmiddlefrontal L,LF
5089,superiorfrontal L,LF
5090,caudalmiddlefrontal L,LF
5091,insula L,LT
5092,entorhinal L,LT
5093,middletemporal L,LT
5094,superiortemporal L,LT
5095,caudalmiddlefrontal L,LF
5096,caudalmiddlefrontal L,LF
5097,caudalmiddlefrontal L,LF
5098,superiorfrontal L,LF
5099,insula L,LT
5100,insula L,LT
5101,precentral L,LC
5102,posteriorcingulate L,LL
5103,parsopercularis L,LF
5104,superiorfrontal L,LF
5105,superiortemporal L,LT
5106,superiorfrontal L,LF
5107,precentral L,LC
5108,superiorfrontal L,LF
5109,posteriorcingulate L,LL
5110,insula L,LT
5111,precentral L,LC
5112,superiorfrontal L,LF
5113,precentral L,LC
5114,medialorbitofrontal L,LPF
5115,superiorfrontal L,LF
5117,caudalmiddlefrontal L,LF
5118,superiorfrontal L,LF
5119,parsopercularis L,LF
5120,caudalmiddlefrontal L,LF
5121,superiorfrontal L,LF
5122,precentral L,LC
5123,superiorfrontal L,LF
5124,caudalmiddlefrontal L,LF
5125,caudalmiddlefrontal L,LF
5126,superiorfrontal L,LF
5127,superiorfrontal L,LF
5129,posteriorcingulate L,LL
5131,precentral L,LC
5132,caudalmiddlefrontal L,LF
5133,insula L,LT
5134,caudalmiddlefrontal L,LF
5135,caudalmiddlefrontal L,LF
5136,caudalmiddlefrontal L,LF
5137,precentral L,LC
5138,fusiform L,LT
5140,parsopercularis L,LF
5141,middletemporal L,LT
5142,superiorfrontal L,LF
5143,entorhinal L,LT
5144,insula L,LT
5145,superiorfrontal L,LF
5146,caudalmiddlefrontal L,LF
5147,superiorfrontal L,LF
5148,medialorbitofrontal L,LPF
5149,middletemporal L,LT
5150,precentral L,LC
5151,precentral L,LC
5152,medialorbitofrontal L,LPF
5153,superiortemporal L,LT
5154,parsopercularis L,LF
5155,precentral L,LC
5156,caudalmiddlefrontal L,LF
5157,superiortemporal L,LT
5158,precentral L,LC
5159,superiortemporal L,LT
5160,insula L,LT
5161,precentral L,LC
5162,caudalmiddlefrontal L,LF
5163,caudalmiddlefrontal L,LF
5164,inferiortemporal L,LT
5165,superiorfrontal L,LF
5167,medialorbitofrontal L,LPF
5168,superiorfrontal L,LF
5169,caudalmiddlefrontal L,LF
5171,precentral L,LC
5172,caudalmiddlefrontal L,LF
5173,precentral L,LC
5174,precentral L,LC
5176,middletemporal L,LT
5177,parsopercularis L,LF
5178,fusiform L,LT
5179,insula L,LT
5180,precentral L,LC
5181,precentral L,LC
5182,temporalpole L,LT
5183,caudalmiddlefrontal L,LF
5184,parsopercularis L,LF
5185,insula L,LT
5186,parsopercularis L,LF
5187,inferiortemporal L,LT
5188,superiortemporal L,LT
5189,superiortemporal L,LT
5190,superiorfrontal L,LF
5191,middletemporal L,LT
5192,lateralorbitofrontal L,LPF
5193,inferiortemporal L,LT
5195,fusiform L,LT
5196,precentral L,LC
5197,medialorbitofrontal L,LPF
5198,parsopercularis L,LF
5199,superiorfrontal L,LF
5200,precentral L,LC
5201,precentral L,LC
5202,precentral L,LC
5203,caudalmiddlefrontal L,LF
5204,middletemporal L,LT
5205,superiorfrontal L,LF
5206,superiortemporal L,LT
5207,temporalpole L,LT
5208,superiorfrontal L,LF
5209,superiorfrontal L,LF
5210,superiortemporal L,LT
5211,insula L,LT
5212,parsopercularis L,LF
5213,superiortemporal L,LT
5214,medialorbitofrontal L,LPF
5215,fusiform L,LT
5216,temporalpole L,LT
5217,caudalmiddlefrontal L,LF
5218,precentral L,LC
5219,precentral L,LC
5220,caudalmiddlefrontal L,LF
5221,superiorfrontal L,LF
5222,parsopercularis L,LF
5223,superiorfrontal L,LF
5225,precentral L,LC
5226,medialorbitofrontal L,LPF
5227,superiorfrontal L,LF
5229,parsopercularis L,LF
5230,caudalmiddlefrontal L,LF
5231,caudalmiddlefrontal L,LF
5232,caudalmiddlefrontal L,LF
5233,precentral L,LC
5234,superiorfrontal L,LF
5235,caudalmiddlefrontal L,LF
5236,middletemporal L,LT
5237,parsopercularis L,LF
5238,insula L,LT
5239,middletemporal L,LT
5240,parsopercularis L,LF
5241,caudalmiddlefrontal L,LF
5242,insula L,LT
5243,caudalmiddlefrontal L,LF
5244,superiorfrontal L,LF
5245,superiorfrontal L,LF
5246,precentral L,LC
5247,caudalmiddlefrontal L,LF
5248,medialorbitofrontal L,LPF
5250,parsopercularis L,LF
5251,superiortemporal L,LT
5252,precentral L,LC
5253,superiortemporal L,LT
5254,insula L,LT
5255,superiortemporal L,LT
5256,superiorfrontal L,LF
5257,superiorfrontal L,LF
5258,caudalmiddlefrontal L,LF
5259,precentral L,LC
5260,caudalmiddlefrontal L,LF
5261,caudalanteriorcingulate L,LL
5262,superiorfrontal L,LF
5263,parsopercularis L,LF
5264,parsopercularis L,LF
5265,inferiortemporal L,LT
5266,precentral L,LC
5267,superiorfrontal L,LF
5269,superiorfrontal L,LF
5270,middletemporal L,LT
5271,precentral L,LC
5272,caudalmiddlefrontal L,LF
5273,inferiortemporal L,LT
5274,medialorbitofrontal L,LPF
5275,precentral L,LC
5276,insula L,LT
5277,medialorbitofrontal L,LPF
5280,insula L,LT
5281,middletemporal L,LT
5282,caudalmiddlefrontal L,LF
5283,parsopercularis L,LF
5284,superiortemporal L,LT
5285,superiorfrontal L,LF
5286,parsopercularis L,LF
5287,precentral L,LC
5288,precentral L,LC
5289,superiorfrontal L,LF
5290,superiorfrontal L,LF
5291,superiortemporal L,LT
5292,precentral L,LC
5293,superiortemporal L,LT
5294,middletemporal L,LT
5295,inferiortemporal L,LT
5297,superiorfrontal L,LF
5298,medialorbitofrontal L,LPF
5299,precentral L,LC
5300,parsopercularis L,LF
5301,caudalanteriorcingulate L,LL
5303,caudalmiddlefrontal L,LF
5304,lateralorbitofrontal L,LPF
5305,precentral L,LC
5306,medialorbitofrontal L,LPF
5307,inferiortemporal L,LT
5309,caudalmiddlefrontal L,LF
5311,parsopercularis L,LF
5312,superiortemporal L,LT
5313,superiortemporal L,LT
5314,precentral L,LC
5315,caudalanteriorcingulate L,LL
5316,middletemporal L,LT
5317,parsopercularis L,LF
5319,superiorfrontal L,LF
5320,parsopercularis L,LF
5321,lateralorbitofrontal L,LPF
5322,insula L,LT
5323,caudalmiddlefrontal L,LF
5324,inferiortemporal L,LT
5325,caudalmiddlefrontal L,LF
5326,parsopercularis L,LF
5327,superiorfrontal L,LF
5328,lateralorbitofrontal L,LPF
5329,superiortemporal L,LT
5330,superiorfrontal L,LF
5331,medialorbitofrontal L,LPF
5332,superiortemporal L,LT
5333,parsopercularis L,LF
5334,caudalmiddlefrontal L,LF
5335,caudalmiddlefrontal L,LF
5336,caudalanteriorcingulate L,LL
5337,precentral L,LC
5338,middletemporal L,LT
5339,precentral L,LC
5340,temporalpole L,LT
5341,parsopercularis L,LF
5342,middletemporal L,LT
5343,precentral L,LC
5345,superiorfrontal L,LF
5346,precentral L,LC
5347,caudalanteriorcingulate L,LL
5348,insula L,LT
5349,insula L,LT
5350,insula L,LT
5351,superiorfrontal L,LF
5352,middletemporal L,LT
5353,caudalanteriorcingulate L,LL
5355,caudalanteriorcingulate L,LL
5356,temporalpole L,LT
5357,temporalpole L,LT
5358,superiorfrontal L,LF
5359,insula L,LT
5360,temporalpole L,LT
5361,medialorbitofrontal L,LPF
5362,caudalmiddlefrontal L,LF
5363,caudalmiddlefrontal L,LF
5364,caudalmiddlefrontal L,LF
5365,superiorfrontal L,LF
5366,fusiform L,LT
5367,superiortemporal L,LT
5368,superiorfrontal L,LF
5369,superiorfrontal L,LF
5370,caudalanteriorcingulate L,LL
5371,middletemporal L,LT
5372,lateralorbitofrontal L,LPF
5373,superiorfrontal L,LF
5376,caudalanteriorcingulate L,LL
5377,superiorfrontal L,LF
5378,lateralorbitofrontal L,LPF
5379,inferiortemporal L,LT
5380,caudalmiddlefrontal L,LF
5381,caudalmiddlefrontal L,LF
5382,caudalmiddlefrontal L,LF
5384,precentral L,LC
5385,medialorbitofrontal L,LPF
5386,caudalmiddlefrontal L,LF
5387,superiorfrontal L,LF
5388,lateralorbitofrontal L,LPF
5389,superiortemporal L,LT
5390,superiorfrontal L,LF
5391,superiorfrontal L,LF
5392,lateralorbitofrontal L,LPF
5393,caudalmiddlefrontal L,LF
5395,parsopercularis L,LF
5396,superiortemporal L,LT
5397,middletemporal L,LT
5398,precentral L,LC
5399,parsopercularis L,LF
5400,insula L,LT
5401,caudalmiddlefrontal L,LF
5402,medialorbitofrontal L,LPF
5403,superiorfrontal L,LF
5404,superiorfrontal L,LF
5405,superiorfrontal L,LF
5406,inferiortemporal L,LT
5407,parsopercularis L,LF
5408,parsopercularis L,LF
5409,parsopercularis L,LF
5410,temporalpole L,LT
5411,caudalmiddlefrontal L,LF
5412,parsopercularis L,LF
5413,temporalpole L,LT
5414,temporalpole L,LT
5415,caudalmiddlefrontal L,LF
5416,middletemporal L,LT
5417,medialorbitofrontal L,LPF
5418,parsopercularis L,LF
5419,insula L,LT
5420,precentral L,LC
5421,superiortemporal L,LT
5422,parsopercularis L,LF
5423,medialorbitofrontal L,LPF
5424,superiortemporal L,LT
5425,superiortemporal L,LT
5426,medialorbitofrontal L,LPF
5427,superiorfrontal L,LF
5428,superiorfrontal L,LF
5429,caudalmiddlefrontal L,LF
5430,superiorfrontal L,LF
5431,precentral L,LC
5432,parsopercularis L,LF
5433,superiorfrontal L,LF
5434,precentral L,LC
5435,insula L,LT
5436,precentral L,LC
5437,superiorfrontal L,LF
5438,superiorfrontal L,LF
5439,insula L,LT
5440,insula L,LT
5441,superiorfrontal L,LF
5442,temporalpole L,LT
5443,superiorfrontal L,LF
5444,parsopercularis L,LF
5445,precentral L,LC
5446,middletemporal L,LT
5447,medialorbitofrontal L,LPF
5448,medialorbitofrontal L,LPF
5449,superiorfrontal L,LF
5450,parsopercularis L,LF
5451,caudalmiddlefrontal L,LF
5452,caudalanteriorcingulate L,LL
5453,parsopercularis L,LF
5454,parsopercularis L,LF
5455,temporalpole L,LT
5456,medialorbitofrontal L,LPF
5457,precentral L,LC
5458,precentral L,LC
5459,superiortemporal L,LT
5460,superiorfrontal L,LF
5461,parsopercularis L,LF
5462,insula L,LT
5463,lateralorbitofrontal L,LPF
5464,parsopercularis L,LF
5465,superiorfrontal L,LF
5467,superiortemporal L,LT
5468,caudalmiddlefrontal L,LF
5469,caudalmiddlefrontal L,LF
5470,superiortemporal L,LT
5471,middletemporal L,LT
5472,superiortemporal L,LT
5473,lateralorbitofrontal L,LPF
5474,superiorfrontal L,LF
5475,parsopercularis L,LF
5476,caudalmiddlefrontal L,LF
5477,superiortemporal L,LT
5478,middletemporal L,LT
5479,precentral L,LC
5480,superiorfrontal L,LF
5481,caudalmiddlefrontal L,LF
5482,superiorfrontal L,LF
5483,superiorfrontal L,LF
5484,caudalmiddlefrontal L,LF
5485,precentral L,LC
5486,caudalmiddlefrontal L,LF
5488,superiortemporal L,LT
5489,lateralorbitofrontal L,LPF
5490,medialorbitofrontal L,LPF
5491,superiorfrontal L,LF
5492,caudalmiddlefrontal L,LF
5493,parsopercularis L,LF
5494,superiorfrontal L,LF
5495,superiortemporal L,LT
5496,caudalmiddlefrontal L,LF
5497,middletemporal L,LT
5498,parsopercularis L,LF
5499,superiorfrontal L,LF
5500,superiortemporal L,LT
5501,superiorfrontal L,LF
5502,medialorbitofrontal L,LPF
5503,caudalmiddlefrontal L,LF
5504,caudalmiddlefrontal L,LF
5505,superiorfrontal L,LF
5506,lateralorbitofrontal L,LPF
5507,medialorbitofrontal L,LPF
5508,middletemporal L,LT
5509,precentral L,LC
5510,superiorfrontal L,LF
5511,middletemporal L,LT
5512,parsopercularis L,LF
5513,lateralorbitofrontal L,LPF
5514,parsopercularis L,LF
5515,lateralorbitofrontal L,LPF
5516,temporalpole L,LT
5517,parsopercularis L,LF
5518,caudalanteriorcingulate L,LL
5519,superiortemporal L,LT
5520,temporalpole L,LT
5521,lateralorbitofrontal L,LPF
5522,lateralorbitofrontal L,LPF
5523,superiorfrontal L,LF
5524,superiorfrontal L,LF
5525,superiorfrontal L,LF
5526,caudalanteriorcingulate L,LL
5527,precentral L,LC
5528,parsopercularis L,LF
5529,middletemporal L,LT
5530,lateralorbitofrontal L,LPF
5531,caudalmiddlefrontal L,LF
5532,temporalpole L,LT
5533,lateralorbitofrontal L,LPF
5534,medialorbitofrontal L,LPF
5535,caudalanteriorcingulate L,LL
5536,middletemporal L,LT
5537,superiorfrontal L,LF
5538,temporalpole L,LT
5539,insula L,LT
5540,middletemporal L,LT
5541,superiortemporal L,LT
5542,insula L,LT
5543,medialorbitofrontal L,LPF
5544,lateralorbitofrontal L,LPF
5545,caudalmiddlefrontal L,LF
5546,temporalpole L,LT
5547,middletemporal L,LT
5548,insula L,LT
5549,middletemporal L,LT
5550,caudalmiddlefrontal L,LF
5551,parsopercularis L,LF
5552,insula L,LT
5553,medialorbitofrontal L,LPF
5554,parsopercularis L,LF
5555,temporalpole L,LT
5556,caudalmiddlefrontal L,LF
5557,middletemporal L,LT
5558,superiorfrontal L,LF
5560,medialorbitofrontal L,LPF
5561,superiorfrontal L,LF
5562,superiortemporal L,LT
5563,temporalpole L,LT
5564,parsopercularis L,LF
5565,temporalpole L,LT
5566,superiorfrontal L,LF
5567,middletemporal L,LT
5568,temporalpole L,LT
5569,insula L,LT
5571,superiorfrontal L,LF
5572,caudalmiddlefrontal L,LF
5573,caudalmiddlefrontal L,LF
5574,insula L,LT
5575,superiorfrontal L,LF
5576,superiorfrontal L,LF
5577,insula L,LT
5578,lateralorbitofrontal L,LPF
5579,superiorfrontal L,LF
5580,superiortemporal L,LT
5581,superiortemporal L,LT
5582,superiortemporal L,LT
5583,temporalpole L,LT
5584,parsopercularis L,LF
5585,temporalpole L,LT
5586,caudalmiddlefrontal L,LF
5587,insula L,LT
5588,middletemporal L,LT
5589,parsopercularis L,LF
5590,caudalanteriorcingulate L,LL
5591,caudalmiddlefrontal L,LF
5592,caudalmiddlefrontal L,LF
5593,parsopercularis L,LF
5594,superiortemporal L,LT
5595,superiortemporal L,LT
5597,superiortemporal L,LT
5599,parsopercularis L,LF
5600,superiorfrontal L,LF
5601,middletemporal L,LT
5602,medialorbitofrontal L,LPF
5603,insula L,LT
5604,caudalmiddlefrontal L,LF
5605,superiortemporal L,LT
5606,parsopercularis L,LF
5607,lateralorbitofrontal L,LPF
5608,superiortemporal L,LT
5609,superiorfrontal L,LF
5610,caudalmiddlefrontal L,LF
5611,caudalmiddlefrontal L,LF
5612,caudalmiddlefrontal L,LF
5613,superiorfrontal L,LF
5614,superiorfrontal L,LF
5615,caudalmiddlefrontal L,LF
5616,lateralorbitofrontal L,LPF
5617,medialorbitofrontal L,LPF
5618,insula L,LT
5619,caudalmiddlefrontal L,LF
5620,caudalmiddlefrontal L,LF
5621,parsopercularis L,LF
5622,lateralorbitofrontal L,LPF
5623,caudalmiddlefrontal L,LF
5624,insula L,LT
5625,insula L,LT
5626,middletemporal L,LT
5627,caudalmiddlefrontal L,LF
5629,lateralorbitofrontal L,LPF
5630,middletemporal L,LT
5631,parsopercularis L,LF
5632,parsopercularis L,LF
5633,caudalmiddlefrontal L,LF
5634,caudalmiddlefrontal L,LF
5635,superiorfrontal L,LF
5636,parsopercularis L,LF
5637,lateralorbitofrontal L,LPF
5638,temporalpole L,LT
5639,caudalanteriorcingulate L,LL
5640,parsopercularis L,LF
5641,parsopercularis L,LF
5642,caudalmiddlefrontal L,LF
5643,superiortemporal L,LT
5644,lateralorbitofrontal L,LPF
5645,caudalmiddlefrontal L,LF
5646,middletemporal L,LT
5647,medialorbitofrontal L,LPF
5648,caudalmiddlefrontal L,LF
5649,insula L,LT
5650,superiortemporal L,LT
5651,superiorfrontal L,LF
5652,superiorfrontal L,LF
5653,parsopercularis L,LF
5654,caudalmiddlefrontal L,LF
5655,caudalmiddlefrontal L,LF
5656,superiortemporal L,LT
5657,superiortemporal L,LT
5658,medialorbitofrontal L,LPF
5659,caudalmiddlefrontal L,LF
5660,insula L,LT
5661,parsopercularis L,LF
5663,superiortemporal L,LT
5664,superiorfrontal L,LF
5665,parsopercularis L,LF
5666,parsopercularis L,LF
5667,medialorbitofrontal L,LPF
5668,superiorfrontal L,LF
5669,parsopercularis L,LF
5670,medialorbitofrontal L,LPF
5671,rostralanteriorcingulate L,LL
5672,parsopercularis L,LF
5673,caudalmiddlefrontal L,LF
5674,middletemporal L,LT
5675,caudalmiddlefrontal L,LF
5676,lateralorbitofrontal L,LPF
5677,superiorfrontal L,LF
5678,caudalmiddlefrontal L,LF
5679,parsopercularis L,LF
5680,caudalmiddlefrontal L,LF
5681,superiorfrontal L,LF
5682,parsopercularis L,LF
5683,superiorfrontal L,LF
5684,caudalmiddlefrontal L,LF
5685,superiorfrontal L,LF
5686,middletemporal L,LT
5687,lateralorbitofrontal L,LPF
5688,lateralorbitofrontal L,LPF
5689,lateralorbitofrontal L,LPF
5690,caudalmiddlefrontal L,LF
5691,caudalmiddlefrontal L,LF
5692,superiorfrontal L,LF
5693,insula L,LT
5694,insula L,LT
5695,superiorfrontal L,LF
5696,caudalmiddlefrontal L,LF
5697,parsopercularis L,LF
5698,caudalmiddlefrontal L,LF
5699,caudalanteriorcingulate L,LL
5700,insula L,LT
5701,lateralorbitofrontal L,LPF
5702,superiorfrontal L,LF
5703,insula L,LT
5704,caudalanteriorcingulate L,LL
5705,insula L,LT
5706,caudalmiddlefrontal L,LF
5707,caudalanteriorcingulate L,LL
5708,superiorfrontal L,LF
5709,temporalpole L,LT
5710,superiorfrontal L,LF
5711,caudalmiddlefrontal L,LF
5712,caudalmiddlefrontal L,LF
5713,middletemporal L,LT
5714,caudalmiddlefrontal L,LF
5715,rostralmiddlefrontal L,LF
5716,caudalmiddlefrontal L,LF
5717,caudalmiddlefrontal L,LF
5718,caudalmiddlefrontal L,LF
5719,parsopercularis L,LF
5720,lateralorbitofrontal L,LPF
5721,superiortemporal L,LT
5722,superiorfrontal L,LF
5723,lateralorbitofrontal L,LPF
5724,temporalpole L,LT
5725,lateralorbitofrontal L,LPF
5726,parsopercularis L,LF
5727,superiorfrontal L,LF
5728,parsopercularis L,LF
5729,superiorfrontal L,LF
5730,insula L,LT
5731,rostralmiddlefrontal L,LF
5732,superiorfrontal L,LF
5733,caudalmiddlefrontal L,LF
5734,superiorfrontal L,LF
5735,lateralorbitofrontal L,LPF
5736,rostralmiddlefrontal L,LF
5737,lateralorbitofrontal L,LPF
5738,rostralmiddlefrontal L,LF
5739,superiortemporal L,LT
5740,lateralorbitofrontal L,LPF
5741,parsopercularis L,LF
5742,caudalmiddlefrontal L,LF
5743,superiortemporal L,LT
5744,caudalanteriorcingulate L,LL
5745,lateralorbitofrontal L,LPF
5746,superiortemporal L,LT
5747,caudalanteriorcingulate L,LL
5748,lateralorbitofrontal L,LPF
5749,lateralorbitofrontal L,LPF
5750,superiorfrontal L,LF
5752,superiorfrontal L,LF
5753,superiortemporal L,LT
5754,lateralorbitofrontal L,LPF
5755,medialorbitofrontal L,LPF
5756,caudalmiddlefrontal L,LF
5757,rostralmiddlefrontal L,LF
5758,parsopercularis L,LF
5759,rostralmiddlefrontal L,LF
5760,rostralanteriorcingulate L,LL
5761,caudalmiddlefrontal L,LF
5762,caudalanteriorcingulate L,LL
